PolicyId,LineOfBusiness,PolicyTermStartDate,PolicyTermEndDate,CoverageDetails,MonthlyPaymentAmount,Premium,RenewalDate,PaymentPlan,DueDate,PolicyStatus,CustomerId
5549276332,auto,2024-06-04,2024-08-17 10:24:07.275687,Article campaign building first live.,253.42,2566.03,2025-02-03,quarterly,2024-06-02,active,E85QY3INU8
3011004548,fire,2024-03-09,2024-09-02 23:08:02.750170,Decision community hospital civil entire whatever.,141.06,1362.78,2025-02-18,quarterly,2024-06-01,active,E85QY3INU8
3589466201,auto,2024-03-14,2024-08-19 06:30:10.790565,Wait world agree civil long question contain.,284.48,695.87,2025-03-29,quarterly,2024-06-07,active,CD8ZKKQ294
2029919724,fire,2024-04-27,2024-08-21 09:34:18.335852,Plant win thing attorney water ok.,80.55,3450.81,2025-05-10,monthly,2024-06-08,active,CD8ZKKQ294
1398722149,auto,2024-01-19,2024-08-25 00:01:08.597752,Here force than establish.,94.7,1160.97,2025-05-05,quarterly,2024-06-06,active,1HCI5VY6PY
5276813200,fire,2024-05-12,2024-08-28 20:54:49.901651,Republican gun local society establish candidate film.,154.07,2039.78,2025-01-25,annual,2024-06-01,active,1HCI5VY6PY
5580743612,auto,2024-04-24,2024-08-10 12:40:08.716703,Argue different again pass.,252.81,699.18,2025-04-11,annual,2024-06-06,active,SO3ODBYKLF
6738572916,fire,2024-01-16,2024-08-13 11:47:12.808235,Moment body reveal there find walk risk.,283.31,2828.18,2025-01-29,monthly,2024-06-01,active,SO3ODBYKLF
1060710511,auto,2024-01-12,2024-09-08 06:06:10.672943,House hard child relationship source create.,252.19,1463.88,2025-02-06,annual,2024-06-07,active,VIOIIAC4F8
2294727537,fire,2024-02-24,2024-08-29 15:09:24.897961,Herself message every decision.,218.0,2929.99,2025-06-01,monthly,2024-06-04,active,VIOIIAC4F8
2843539760,auto,2024-03-26,2024-09-06 00:54:52.702530,No prevent simple everyone.,154.4,1938.13,2025-02-18,annual,2024-06-01,active,PR0N5VOQPJ
7287860439,fire,2024-04-16,2024-08-20 14:50:35.818164,Coach clearly image notice.,251.3,2627.66,2025-06-08,quarterly,2024-06-07,active,PR0N5VOQPJ
7529704208,auto,2024-01-16,2024-08-14 03:29:42.221324,All lawyer customer couple quality very interest eye.,75.65,3517.53,2025-05-01,annual,2024-06-08,active,GIN9R0VCOL
4945191359,fire,2024-01-08,2024-08-14 17:18:33.162967,Might fight indicate.,220.46,2428.96,2025-02-13,quarterly,2024-06-05,active,GIN9R0VCOL
3783354623,auto,2024-03-06,2024-08-17 04:09:41.152713,Good call use follow.,285.26,1450.49,2025-03-07,annual,2024-06-03,active,1ERG8QEDIQ
4132354014,fire,2024-02-04,2024-08-12 10:26:55.482415,Serious learn cup set trade.,71.14,2595.83,2025-03-24,annual,2024-06-01,active,1ERG8QEDIQ
9934563024,auto,2024-05-29,2024-08-22 06:15:42.016797,Use after pay western.,237.73,3306.62,2025-02-22,annual,2024-06-08,active,MP0SJVIBS9
1360551467,fire,2024-04-18,2024-08-20 13:46:25.046096,Improve practice in order even know score.,126.19,1174.83,2025-04-27,quarterly,2024-06-04,active,MP0SJVIBS9
1720654023,auto,2024-03-09,2024-09-02 23:27:16.627357,Risk sound yard authority occur model.,250.81,1637.7,2025-02-03,annual,2024-06-01,active,XAVYDNI6LV
6662281927,fire,2024-01-25,2024-08-22 10:03:43.437931,Democrat cover she kid region run player firm.,94.34,1952.77,2025-04-29,quarterly,2024-06-07,active,XAVYDNI6LV
1113262318,auto,2024-04-16,2024-08-18 16:25:18.984048,Reality fill because certain.,135.69,630.67,2025-02-28,annual,2024-06-02,active,FZ5ZHZ45UX
4362245711,fire,2024-04-23,2024-08-15 15:48:04.804304,Drug case possible fall must vote.,110.1,926.41,2025-01-19,monthly,2024-06-01,active,FZ5ZHZ45UX
517569828,auto,2024-03-02,2024-09-07 11:03:16.653002,Catch brother picture hold structure.,90.07,2058.66,2025-05-26,monthly,2024-06-05,active,C06Y36DQQ0
89562628,fire,2024-04-27,2024-08-25 03:29:26.956012,Person over help.,277.04,2347.53,2025-03-28,monthly,2024-06-06,active,C06Y36DQQ0
4636210354,auto,2024-01-02,2024-08-31 18:37:53.846344,Car contain fear pretty herself baby.,256.82,1670.47,2025-01-03,annual,2024-06-03,active,EIPSP04WYO
9539908922,fire,2024-06-04,2024-08-26 01:01:36.103469,Box dark trouble how peace something.,224.7,3215.05,2025-01-13,quarterly,2024-06-03,active,EIPSP04WYO
1106366589,auto,2024-01-20,2024-08-18 21:02:13.466485,Class must cost state environment air improve discussion.,116.66,2518.73,2025-01-28,quarterly,2024-06-01,active,5KZSEMYJ9F
2406044049,fire,2024-03-13,2024-08-29 20:26:28.241730,Scene laugh be cut say campaign push.,288.36,1378.79,2025-04-11,quarterly,2024-06-03,expired,5KZSEMYJ9F
2368831097,auto,2024-01-02,2024-08-27 08:57:19.245209,Green soon foreign wonder first society eight.,249.87,1998.25,2025-04-19,annual,2024-06-03,active,NMPZ7MYPW6
4316619774,fire,2024-06-08,2024-08-31 23:29:45.998864,Easy mind how majority.,89.53,908.57,2025-01-31,monthly,2024-06-04,active,NMPZ7MYPW6
3503079700,auto,2024-05-09,2024-08-29 22:23:21.450930,Major trouble half rest wife.,207.29,1741.79,2025-03-25,monthly,2024-06-02,active,7HW2RKO3YK
8293686313,fire,2024-02-05,2024-08-30 14:53:49.749016,Fish certainly without society wife.,128.38,3372.22,2025-05-26,quarterly,2024-06-04,active,7HW2RKO3YK
